"#Chr	"	"Pos	"	"Alt Count	"	"Ref Count	"	"Read Depth	"	"Ratio	"
X	1445457	2	5	7	0.5
X	1445471	2	6	8	0.5
X	1445521	2	12	14	0.5
X	1445543	3	10	13	0.5
X	1445642	5	7	12	0.5
X	1445799	1	7	8	0.5
X	1445811	1	7	8	0.5
X	1446245	1	8	9	0.5
X	1446494	1	8	9	0.5
X	1446735	3	9	12	0.5
X	1446836	1	10	11	0.5
X	1446839	1	10	11	0.5
X	1447049	3	12	15	0.5
X	1447265	2	10	12	0.5
X	1447580	1	6	7	0.5
X	1447585	1	7	8	0.5
X	1447596	1	8	9	0.5
X	1447688	2	11	13	0.5
X	1447721	4	7	11	0.5
X	1447829	5	7	12	0.5
X	1447971	1	7	8	0.5
X	1448178	2	5	7	0.5
X	1448399	1	6	7	0.5
X	1448402	1	6	7	0.5
X	1449259	2	5	7	0.5
X	1449491	3	5	8	0.5
X	1449751	1	7	8	0.5
X	1450662	1	8	9	0.5
X	1450727	2	11	13	0.5
X	1451086	4	11	15	0.5
X	1451088	4	12	16	0.5
X	1451111	4	12	16	0.5
X	1451271	1	10	11	0.5
X	1451819	5	14	19	0.5
X	1452012	4	3	7	0.5
X	1452232	4	8	12	0.5
X	1453012	2	14	16	0.5
X	1453138	1	7	8	0.5
X	1453816	3	8	11	0.5
X	1454167	5	15	20	0.5
X	1454316	5	12	17	0.5
X	1455110	2	5	7	0.5
X	1455397	1	8	9	0.5
X	1455413	2	9	11	0.5
X	1455457	5	6	11	0.5
X	1455706	1	6	7	0.5
X	1455717	2	7	9	0.5
X	1455732	1	10	11	0.5
X	1455782	3	8	11	0.5
X	1456257	5	6	11	0.5
X	1456954	1	6	7	0.5
X	1457013	2	8	10	0.5
X	1458321	5	8	13	0.5
X	1460148	1	6	7	0.5
X	1460609	1	9	10	0.5
X	1462213	2	5	7	0.5
X	1462278	1	6	7	0.5
X	1462461	1	6	7	0.5
X	1462835	1	7	8	0.5
X	1462891	6	7	13	0.5
X	1462933	8	7	15	0.5
X	1463007	1	6	7	0.5
X	1463243	3	4	7	0.5
X	1463247	1	6	7	0.5
X	1463268	1	6	7	0.5
X	1463898	1	6	7	0.5
X	1463970	3	5	8	0.5
X	1464184	3	11	14	0.5
X	1464861	4	10	14	0.5
X	1465332	6	7	13	0.5
X	1465419	2	14	16	0.5
X	1465594	2	8	10	0.5
X	1465676	2	8	10	0.5
X	1465712	3	6	9	0.5
X	1466089	1	7	8	0.5
X	1466457	1	6	7	0.5
X	1467548	1	7	8	0.5
X	1467807	4	7	11	0.5
X	1469525	2	6	8	0.5
X	1470557	1	7	8	0.5
X	1470804	1	7	8	0.5
X	1470933	4	10	14	0.5
X	1471188	2	10	12	0.5
X	1471755	2	5	7	0.5
X	1472407	1	6	7	0.5
X	1472424	1	7	8	0.5
X	1472570	4	5	9	0.5
X	1472972	2	11	13	0.5
X	1473129	1	8	9	0.5
X	1473324	6	4	10	0.5
X	1473695	3	9	12	0.5
X	1474482	1	9	10	0.5
X	1475447	3	6	9	0.5
X	1475466	2	7	9	0.5
X	1475533	1	6	7	0.5
X	1475898	2	5	7	0.5
X	1476005	1	8	9	0.5
X	1476034	2	8	10	0.5
X	1476254	2	5	7	0.5
X	1476295	1	7	8	0.5
X	1476364	3	7	10	0.5
X	1476595	2	5	7	0.5
X	1476599	1	6	7	0.5
X	1477323	1	6	7	0.5
X	1477791	1	7	8	0.5
X	1477972	2	7	9	0.5
X	1477985	2	7	9	0.5
X	1478043	1	7	8	0.5
X	1479106	3	9	12	0.5
X	1479168	1	10	11	0.5
X	1479435	3	5	8	0.5
X	1479478	4	8	12	0.5
X	1480483	2	9	11	0.5
X	1480596	1	10	11	0.5
X	1480957	1	7	8	0.5
X	1481700	1	7	8	0.5
X	1482472	1	8	9	0.5
X	1482708	3	7	10	0.5
X	1482771	1	9	10	0.5
X	1484340	2	10	12	0.5
X	1484737	2	7	9	0.5
X	1484863	3	6	9	0.5
X	1485171	2	7	9	0.5
X	1485482	1	7	8	0.5
X	1485521	1	8	9	0.5
X	1486235	1	9	10	0.5
X	1486284	1	10	11	0.5
X	1486395	1	9	10	0.5
X	1486406	4	6	10	0.5
X	1486725	1	7	8	0.5
X	1486798	1	6	7	0.5
X	1488750	2	8	10	0.5
X	1490034	5	9	14	0.5
X	1490617	2	10	12	0.5
X	1490816	3	4	7	0.5
X	1491429	1	6	7	0.5
X	1492948	6	7	13	0.5
X	1493353	1	9	10	0.5
X	1493974	1	6	7	0.5
X	1495365	4	9	13	0.5
X	1495926	3	7	10	0.5
X	1495964	3	7	10	0.5
X	1496005	1	6	7	0.5
X	1496100	1	9	10	0.5
X	1496172	1	8	9	0.5
X	1496176	1	8	9	0.5
X	1496249	1	7	8	0.5
X	1496865	1	8	9	0.5
X	1496898	1	7	8	0.5
X	1497098	2	5	7	0.5
X	1497159	2	5	7	0.5
X	1497631	1	8	9	0.5
X	1497971	4	15	19	0.5
X	1498705	1	9	10	0.5
X	1498846	2	8	10	0.5
X	1499047	1	9	10	0.5
X	1499082	2	5	7	0.5
X	1499370	4	6	10	0.5
X	1499413	1	6	7	0.5
X	1499830	2	7	9	0.5
X	1500052	1	6	7	0.5
X	1500095	4	4	8	0.5
X	1500229	3	4	7	0.5
X	1500258	2	9	11	0.5
X	1500318	1	8	9	0.5
X	1501938	2	5	7	0.5
X	1502703	2	6	8	0.5
X	1502760	1	7	8	0.5
X	1502937	1	6	7	0.5
X	1504596	2	7	9	0.5
X	1504599	1	8	9	0.5
X	1504613	1	8	9	0.5
X	1504686	1	6	7	0.5
X	1504821	1	7	8	0.5
X	1505841	1	6	7	0.5
X	1505915	3	8	11	0.5
X	1506987	2	9	11	0.5
X	1507037	4	15	19	0.5
X	1507116	4	11	15	0.5
X	1507304	4	9	13	0.5
X	1507440	1	6	7	0.5
X	1507445	1	6	7	0.5
X	1508158	4	4	8	0.5
X	1508161	1	7	8	0.5
X	1508164	1	7	8	0.5
X	1508222	2	5	7	0.5
X	1508429	1	7	8	0.5
X	1508434	1	9	10	0.5
X	1508684	2	10	12	0.5
X	1508744	4	10	14	0.5
X	1508778	3	10	13	0.5
X	1509391	2	10	12	0.5
X	1509795	1	7	8	0.5
X	1509808	1	9	10	0.5
X	1510002	2	10	12	0.5
X	1510194	2	10	12	0.5
X	1510583	3	8	11	0.5
X	1511390	1	6	7	0.5
X	1511985	6	22	28	0.5
X	1512520	1	8	9	0.5
X	1512953	1	7	8	0.5
X	1513347	1	7	8	0.5
X	1514127	1	7	8	0.5
X	1514483	2	12	14	0.5
X	1514639	1	10	11	0.5
X	1515488	1	7	8	0.5
X	1516814	1	9	10	0.5
X	1517539	1	7	8	0.5
X	1517801	1	8	9	0.5
X	1518463	1	6	7	0.5
X	1518792	3	10	13	0.5
X	1519089	3	8	11	0.5
X	1519675	1	8	9	0.5
X	1520043	1	8	9	0.5
X	1520228	1	7	8	0.5
X	1520624	1	7	8	0.5
X	1521641	1	8	9	0.5
X	1521646	1	6	7	0.5
X	1523817	1	9	10	0.5
X	1523927	1	6	7	0.5
X	1524116	1	8	9	0.5
X	1524262	2	5	7	0.5
X	1524743	1	6	7	0.5
X	1525171	1	6	7	0.5
X	1525210	1	6	7	0.5
X	1526141	1	7	8	0.5
X	1528729	1	9	10	0.5
X	1528780	2	10	12	0.5
X	1528900	2	5	7	0.5
X	1529930	3	4	7	0.5
X	1533577	1	7	8	0.5
X	1534497	1	6	7	0.5
X	1535025	1	8	9	0.5
X	1535283	2	5	7	0.5
X	1535285	2	5	7	0.5
X	1535288	2	5	7	0.5
X	1535805	1	9	10	0.5
X	1535875	1	9	10	0.5
X	1536085	2	5	7	0.5
X	1536100	2	5	7	0.5
X	1536110	2	5	7	0.5
X	1536392	4	16	20	0.5
X	1536531	1	10	11	0.5
X	1536609	2	9	11	0.5
X	1536719	2	8	10	0.5
X	1536883	1	7	8	0.5
X	1536908	2	7	9	0.5
X	1537034	1	6	7	0.5
X	1537069	2	9	11	0.5
X	1537085	2	10	12	0.5
X	1537189	3	7	10	0.5
X	1537250	1	6	7	0.5
X	1537274	3	6	9	0.5
X	1537297	2	9	11	0.5
X	1537320	2	11	13	0.5
X	1537394	1	9	10	0.5
X	1537421	1	9	10	0.5
X	1537443	1	10	11	0.5
X	1537520	2	9	11	0.5
X	1537793	1	6	7	0.5
X	1537804	3	5	8	0.5
X	1537845	4	10	14	0.5
X	1537875	4	12	16	0.5
X	1537988	2	11	13	0.5
X	1538068	1	6	7	0.5
X	1538202	2	5	7	0.5
X	1538244	2	6	8	0.5
X	1538325	1	8	9	0.5
X	1538494	1	7	8	0.5
X	1538557	1	10	11	0.5
X	1538582	2	11	13	0.5
X	1538589	2	12	14	0.5
X	1538601	2	12	14	0.5
X	1538618	3	12	15	0.5
X	1538774	2	10	12	0.5
X	1538859	1	7	8	0.5
X	1539184	1	6	7	0.5
X	1539190	2	6	8	0.5
X	1539205	2	8	10	0.5
X	1539328	1	7	8	0.5
X	1539411	3	7	10	0.5
X	1539513	1	8	9	0.5
X	1539517	2	8	10	0.5
X	1539717	3	14	17	0.5
X	1539752	5	11	16	0.5
X	1539892	3	9	12	0.5
X	1540295	3	6	9	0.5
X	1540327	1	6	7	0.5
X	1541055	1	7	8	0.5
X	1541290	1	6	7	0.5
X	1541299	2	5	7	0.5
X	1541477	3	14	17	0.5
X	1541537	1	6	7	0.5
X	1541792	2	5	7	0.5
X	1541812	2	5	7	0.5
X	1543489	1	6	7	0.5
X	1543544	1	7	8	0.5
X	1543639	2	6	8	0.5
X	1543735	1	6	7	0.5
X	1543883	3	5	8	0.5
X	1544407	1	7	8	0.5
X	1544445	4	5	9	0.5
X	1544566	2	6	8	0.5
X	1545108	3	13	16	0.5
X	1545135	4	14	18	0.5
X	1545185	2	9	11	0.5
X	1545199	2	9	11	0.5
X	1545448	1	6	7	0.5
X	1545697	2	11	13	0.5
X	1545798	3	5	8	0.5
X	1545807	1	7	8	0.5
X	1545826	3	5	8	0.5
X	1546122	1	8	9	0.5
X	1546164	1	9	10	0.5
X	1546204	1	8	9	0.5
X	1546391	1	7	8	0.5
X	1546510	2	6	8	0.5
X	1546574	2	7	9	0.5
X	1546620	1	9	10	0.5
X	1546649	1	8	9	0.5
X	1546784	1	7	8	0.5
X	1546796	1	8	9	0.5
X	1546919	4	5	9	0.5
X	1546934	4	6	10	0.5
X	1547021	4	10	14	0.5
X	1547067	4	12	16	0.5
X	1547154	3	11	14	0.5
X	1547216	1	8	9	0.5
X	1547271	3	14	17	0.5
X	1547549	3	8	11	0.5
X	1547700	4	10	14	0.5
X	1548013	1	8	9	0.5
X	1548211	3	10	13	0.5
X	1549239	3	16	19	0.5
X	1549269	2	13	15	0.5
X	1549462	1	9	10	0.5
X	1549674	4	11	15	0.5
X	1549768	4	7	11	0.5
X	1549966	4	10	14	0.5
X	1549974	3	10	13	0.5
X	1550342	2	12	14	0.5
X	1550675	1	9	10	0.5
X	1550889	3	6	9	0.5
X	1550898	1	8	9	0.5
X	1551291	1	9	10	0.5
X	1551491	1	8	9	0.5
X	1551515	2	6	8	0.5
X	1551593	4	9	13	0.5
X	1551606	3	11	14	0.5
X	1551694	1	7	8	0.5
X	1551851	1	8	9	0.5
X	1551868	1	8	9	0.5
X	1552301	1	7	8	0.5
X	1552704	1	6	7	0.5
X	1552710	1	8	9	0.5
X	1552734	1	9	10	0.5
X	1552781	4	5	9	0.5
X	1552858	2	10	12	0.5
X	1553272	5	10	15	0.5
X	1553551	4	12	16	0.5
X	1553647	7	1	8	0.5
X	1553656	5	2	7	0.5
X	1554154	6	8	14	0.5
X	1555079	1	8	9	0.5
X	1555349	4	10	14	0.5
X	1555402	1	8	9	0.5
X	1555536	4	17	21	0.5
X	1555948	3	15	18	0.5
X	1556018	3	10	13	0.5
X	1556162	3	12	15	0.5
X	1556266	3	7	10	0.5
X	1556633	4	11	15	0.5
X	1556677	4	12	16	0.5
X	1556750	2	6	8	0.5
X	1556770	1	7	8	0.5
X	1556787	1	7	8	0.5
X	1556801	2	7	9	0.5
X	1556831	2	6	8	0.5
X	1556991	1	6	7	0.5
X	1557039	1	7	8	0.5
X	1557202	2	10	12	0.5
X	1557238	3	12	15	0.5
X	1557523	2	10	12	0.5
X	1557607	1	6	7	0.5
X	1557622	1	6	7	0.5
X	1557762	1	6	7	0.5
X	1557765	1	7	8	0.5
X	1557767	1	7	8	0.5
X	1557773	1	7	8	0.5
X	1557777	1	7	8	0.5
X	1557844	1	8	9	0.5
X	1557846	2	9	11	0.5
X	1557919	4	8	12	0.5
X	1559754	1	6	7	0.5
X	1559756	1	6	7	0.5
X	1560008	3	10	13	0.5
X	1560041	3	8	11	0.5
X	1560079	3	6	9	0.5
X	1560091	2	5	7	0.5
X	1560491	1	9	10	0.5
X	1567295	1	6	7	0.5
X	1568103	1	6	7	0.5
X	1568106	1	6	7	0.5
X	1569073	1	8	9	0.5
X	1569562	2	6	8	0.5
X	1569607	2	6	8	0.5
X	1569721	1	9	10	0.5
X	1572041	1	7	8	0.5
X	1573277	1	7	8	0.5
X	1573657	1	7	8	0.5
X	1573684	1	7	8	0.5
X	1575027	1	6	7	0.5
X	1575300	1	7	8	0.5
X	1576489	3	11	14	0.5
X	1576556	1	6	7	0.5
X	1577061	1	6	7	0.5
X	1577249	1	7	8	0.5
X	1577252	1	7	8	0.5
X	1577663	1	6	7	0.5
X	1577697	1	6	7	0.5
X	1577905	1	9	10	0.5
X	1577955	1	7	8	0.5
X	1579152	3	12	15	0.5
X	1580273	1	7	8	0.5
X	1580643	1	7	8	0.5
X	1580901	1	8	9	0.5
X	1581356	1	7	8	0.5
X	1581363	1	7	8	0.5
X	1581629	1	8	9	0.5
X	1583190	3	11	14	0.5
X	1583452	1	7	8	0.5
X	1583462	1	7	8	0.5
X	1584965	2	9	11	0.5
X	1586395	1	6	7	0.5
X	1586400	1	6	7	0.5
X	1586708	1	7	8	0.5
X	1587270	1	7	8	0.5
X	1587723	1	7	8	0.5
X	1588030	1	9	10	0.5
X	1588482	1	7	8	0.5
X	1588928	1	6	7	0.5
X	1589275	1	6	7	0.5
X	1589775	1	7	8	0.5
X	1593582	1	7	8	0.5
X	1593584	1	8	9	0.5
X	1594701	3	8	11	0.5
X	1594876	1	8	9	0.5
X	1595145	1	7	8	0.5
X	1595966	1	6	7	0.5
X	1596252	1	9	10	0.5
X	1596298	1	7	8	0.5
X	1597519	1	8	9	0.5
X	1597523	1	7	8	0.5
X	1598191	1	8	9	0.5
X	1598464	1	8	9	0.5
X	1598537	2	7	9	0.5
X	1599178	1	6	7	0.5
X	1599491	1	6	7	0.5
X	1601079	1	6	7	0.5
X	1601081	1	6	7	0.5
X	1601558	1	8	9	0.5
X	1602121	1	6	7	0.5
X	1602539	1	8	9	0.5
X	1602583	1	8	9	0.5
X	1602596	1	7	8	0.5
X	1602790	1	6	7	0.5
X	1609730	1	6	7	0.5
X	1610131	4	7	11	0.5
X	1611714	2	8	10	0.5
X	1612715	5	12	17	0.5
X	1613245	1	6	7	0.5
X	1613411	1	8	9	0.5
X	1615392	2	11	13	0.5
X	1616002	1	6	7	0.5
X	1616314	4	10	14	0.5
X	1616384	2	6	8	0.5
X	1616945	1	9	10	0.5
X	1617612	1	9	10	0.5
X	1618525	1	8	9	0.5
X	1618809	1	8	9	0.5
X	1618999	1	8	9	0.5
X	1619001	1	8	9	0.5
X	1619002	1	8	9	0.5
X	1619993	3	4	7	0.5
X	1620972	1	6	7	0.5
X	1621651	1	8	9	0.5
X	1621883	1	8	9	0.5
X	1622083	1	7	8	0.5
X	1622269	2	12	14	0.5
X	1622421	3	5	8	0.5
X	1622801	1	6	7	0.5
X	1623286	1	7	8	0.5
X	1623529	1	10	11	0.5
X	1623813	5	11	16	0.5
X	1625130	3	4	7	0.5
X	1625609	1	7	8	0.5
X	1625725	2	7	9	0.5
X	1627817	1	6	7	0.5
X	1628126	1	7	8	0.5
X	1628583	2	9	11	0.5
X	1629952	1	7	8	0.5
X	1630185	2	5	7	0.5
X	1630388	1	8	9	0.5
X	1632350	1	6	7	0.5
X	1634301	1	8	9	0.5
X	1634303	1	8	9	0.5
X	1634791	1	6	7	0.5
X	1636291	9	2	11	1.0
X	1636722	12	21	33	0.5
X	1636904	2	6	8	0.5
X	1637056	5	11	16	0.5
X	1637407	5	25	30	0.5
X	1637892	30	12	42	0.5
X	1637897	27	15	42	0.5
X	1637966	3	6	9	0.5
X	1638192	9	18	27	0.5
X	1638512	7	6	13	0.5
X	1638534	7	12	19	0.5
X	1638564	9	1	10	0.5
X	1638565	1	9	10	0.5
X	1641459	1	9	10	0.5
X	1641639	1	7	8	0.5
X	1641654	4	4	8	0.5
X	1641666	4	5	9	0.5
X	1641679	4	6	10	0.5
X	1641770	1	7	8	0.5
X	1642385	1	7	8	0.5
X	1642461	1	8	9	0.5
X	1643264	8	5	13	1.0
X	1643304	2	7	9	0.5
X	1643308	1	8	9	0.5
X	1643619	10	49	59	0.5
X	1644312	2	15	17	0.5
X	1644330	4	11	15	0.5
X	1644352	3	8	11	0.5
X	1645005	1	6	7	0.5
X	1645378	1	6	7	0.5
X	1646379	1	6	7	0.5
X	1646877	1	8	9	0.5
X	1646968	1	8	9	0.5
X	1647385	1	8	9	0.5
X	1648505	2	8	10	0.5
X	1652057	1	8	9	0.5
X	1652255	1	6	7	0.5
X	1652339	1	6	7	0.5
X	1653065	1	8	9	0.5
X	1653067	1	8	9	0.5
X	1653112	1	8	9	0.5
X	1653116	1	7	8	0.5
X	1653594	1	9	10	0.5
X	1655117	4	8	12	0.5
X	1655726	1	8	9	0.5
X	1656631	1	6	7	0.5
X	1657284	1	7	8	0.5
X	1658723	1	7	8	0.5
X	1658931	3	7	10	0.5
X	1659913	2	16	18	0.5
X	1660117	3	17	20	0.5
X	1660253	2	5	7	0.5
X	1660505	1	8	9	0.5
X	1660526	1	7	8	0.5
X	1660682	3	12	15	0.5
X	1660741	2	11	13	0.5
X	1660788	3	8	11	0.5
X	1660818	4	8	12	0.5
X	1660960	2	6	8	0.5
X	1661047	1	8	9	0.5
X	1661071	4	5	9	0.5
X	1661093	4	5	9	0.5
X	1661185	6	4	10	0.5
X	1661251	4	7	11	0.5
X	1661293	2	8	10	0.5
X	1661326	2	9	11	0.5
X	1661466	3	8	11	0.5
X	1661732	3	8	11	0.5
X	1661751	2	7	9	0.5
X	1661803	1	7	8	0.5
X	1661864	2	8	10	0.5
X	1661872	2	10	12	0.5
X	1661883	2	10	12	0.5
X	1661911	2	9	11	0.5
X	1662152	1	7	8	0.5
X	1662184	1	8	9	0.5
X	1662431	1	6	7	0.5
X	1662432	1	6	7	0.5
X	1662469	2	8	10	0.5
X	1662476	2	8	10	0.5
X	1662478	2	7	9	0.5
X	1662529	1	7	8	0.5
X	1663061	3	14	17	0.5
X	1663108	4	17	21	0.5
X	1663114	4	17	21	0.5
X	1663164	2	10	12	0.5
X	1663169	2	9	11	0.5
X	1663275	1	7	8	0.5
X	1663284	1	6	7	0.5
X	1663286	1	6	7	0.5
X	1663356	1	8	9	0.5
X	1663374	1	7	8	0.5
X	1663387	1	7	8	0.5
X	1664068	1	6	7	0.5
X	1664086	1	6	7	0.5
X	1664113	2	5	7	0.5
X	1664264	2	5	7	0.5
X	1665158	1	8	9	0.5
X	1665163	1	6	7	0.5
X	1665216	1	6	7	0.5
X	1666881	1	6	7	0.5
X	1667259	2	7	9	0.5
X	1668019	1	7	8	0.5
X	1668790	1	7	8	0.5
X	1669327	1	8	9	0.5
X	1669429	1	9	10	0.5
X	1672357	1	7	8	0.5
X	1672959	1	6	7	0.5
X	1673495	1	7	8	0.5
X	1675203	1	10	11	0.5
X	1676244	1	8	9	0.5
X	1676407	1	8	9	0.5
X	1676444	1	9	10	0.5
X	1676521	1	8	9	0.5
X	1676720	1	7	8	0.5
X	1676849	1	8	9	0.5
X	1677029	1	7	8	0.5
X	1677303	1	7	8	0.5
X	1677405	1	7	8	0.5
X	1677694	1	7	8	0.5
X	1677743	1	8	9	0.5
X	1679612	1	7	8	0.5
X	1679732	2	8	10	0.5
X	1680381	1	6	7	0.5
X	1680500	1	9	10	0.5
X	1680509	1	8	9	0.5
X	1682330	1	8	9	0.5
X	1682823	1	6	7	0.5
X	1683110	1	6	7	0.5
X	1683567	1	9	10	0.5
X	1684185	1	6	7	0.5
X	1687073	1	7	8	0.5
X	1691508	1	7	8	0.5
X	1691529	1	8	9	0.5
X	1691616	1	8	9	0.5
X	1691975	1	7	8	0.5
X	1692068	3	5	8	0.5
X	1694579	1	6	7	0.5
X	1694878	1	7	8	0.5
X	1697255	1	9	10	0.5
X	1697335	1	6	7	0.5
X	1698434	1	9	10	0.5
X	1698500	1	7	8	0.5
X	1700336	1	6	7	0.5
X	1701722	1	9	10	0.5
X	1702168	2	9	11	0.5
X	1702561	1	6	7	0.5
X	1703658	1	7	8	0.5
X	1703823	1	8	9	0.5
X	1704537	1	6	7	0.5
X	1704874	1	10	11	0.5
X	1704931	1	8	9	0.5
X	1705042	1	6	7	0.5
X	1705394	1	6	7	0.5
X	1706051	2	5	7	0.5
X	1706272	1	8	9	0.5
X	1706275	1	8	9	0.5
X	1707620	1	6	7	0.5
X	1707785	1	7	8	0.5
X	1707822	1	7	8	0.5
X	1708038	1	6	7	0.5
X	1708458	1	8	9	0.5
X	1708516	1	8	9	0.5
X	1709386	1	8	9	0.5
X	1710093	4	10	14	0.5
X	1710238	1	8	9	0.5
X	1710639	1	7	8	0.5
X	1710659	1	6	7	0.5
X	1711318	4	5	9	0.5
X	1711358	3	8	11	0.5
X	1711569	1	7	8	0.5
X	1712408	1	9	10	0.5
X	1712628	1	8	9	0.5
X	1713163	3	6	9	0.5
X	1713835	1	7	8	0.5
X	1713895	2	8	10	0.5
X	1714313	1	10	11	0.5
X	1714654	1	9	10	0.5
X	1714769	1	8	9	0.5
X	1715190	1	6	7	0.5
X	1715627	1	7	8	0.5
X	1716109	2	11	13	0.5
X	1716570	1	9	10	0.5
X	1716577	1	10	11	0.5
X	1716599	1	8	9	0.5
X	1716679	1	8	9	0.5
X	1716900	1	9	10	0.5
X	1717213	1	8	9	0.5
X	1718651	4	9	13	0.5
X	1719866	1	6	7	0.5
X	1719990	1	8	9	0.5
X	1720341	1	6	7	0.5
X	1720593	1	9	10	0.5
X	1720727	1	6	7	0.5
X	1721262	1	8	9	0.5
X	1721514	1	6	7	0.5
X	1722544	1	7	8	0.5
X	1723285	1	8	9	0.5
X	1723500	3	5	8	0.5
X	1723715	1	6	7	0.5
X	1726249	2	12	14	0.5
X	1726725	1	8	9	0.5
X	1728294	1	6	7	0.5
X	1729126	2	11	13	0.5
X	1729219	1	6	7	0.5
X	1729253	1	8	9	0.5
X	1729417	3	13	16	0.5
X	1730379	1	6	7	0.5
X	1730589	3	5	8	0.5
X	1730757	1	7	8	0.5
X	1730871	1	7	8	0.5
X	1731071	1	7	8	0.5
X	1731808	1	9	10	0.5
X	1732061	3	8	11	0.5
X	1732109	4	9	13	0.5
X	1732384	3	7	10	0.5
X	1733151	1	10	11	0.5
X	1733397	1	7	8	0.5
X	1734704	1	6	7	0.5
X	1735945	1	6	7	0.5
X	1738869	1	6	7	0.5
X	1740626	1	9	10	0.5
X	1742212	1	7	8	0.5
X	1743441	1	8	9	0.5
X	1743992	1	10	11	0.5
X	1744771	1	7	8	0.5
X	1744806	1	6	7	0.5
X	1744989	1	8	9	0.5
X	1745087	1	6	7	0.5
X	1745311	5	7	12	0.5
X	1747021	1	7	8	0.5
X	1747365	1	7	8	0.5
X	1751543	2	5	7	0.5
X	1752978	2	7	9	0.5
X	1754329	3	6	9	0.5
X	1761264	1	7	8	0.5
X	1761266	1	7	8	0.5
X	1763018	1	6	7	0.5
X	1763180	1	8	9	0.5
X	1763649	1	9	10	0.5
X	1766823	1	8	9	0.5
X	1767036	1	7	8	0.5
X	1774954	1	7	8	0.5
X	1774957	1	7	8	0.5
X	1774960	1	7	8	0.5
X	1775546	1	9	10	0.5
X	1777804	1	6	7	0.5
X	1778195	1	7	8	0.5
X	1778347	1	7	8	0.5
X	1779210	1	6	7	0.5
X	1779271	1	8	9	0.5
X	1779470	1	6	7	0.5
X	1779493	1	7	8	0.5
X	1779721	1	7	8	0.5
X	1781231	1	6	7	0.5
X	1782026	1	9	10	0.5
X	1782225	2	8	10	0.5
X	1782242	1	7	8	0.5
X	1782332	1	8	9	0.5
X	1782454	2	8	10	0.5
X	1782914	5	7	12	0.5
X	1782939	1	9	10	0.5
X	1785270	1	8	9	0.5
X	1785308	1	6	7	0.5
X	1785501	2	7	9	0.5
X	1785867	1	7	8	0.5
X	1786712	2	8	10	0.5
X	1786724	3	10	13	0.5
X	1786750	6	12	18	0.5
X	1786966	1	6	7	0.5
X	1787516	1	8	9	0.5
X	1788756	2	8	10	0.5
X	1788794	1	7	8	0.5
X	1788798	1	8	9	0.5
X	1788799	1	8	9	0.5
X	1789742	4	11	15	0.5
X	1789798	3	7	10	0.5
X	1789831	1	6	7	0.5
X	1790608	1	7	8	0.5
X	1791631	1	8	9	0.5
X	1792701	1	6	7	0.5
X	1792703	1	6	7	0.5
X	1792716	1	6	7	0.5
X	1793068	1	6	7	0.5
X	1793563	1	7	8	0.5
X	1795723	1	7	8	0.5
X	1795750	1	6	7	0.5
X	1796498	1	6	7	0.5
X	1796704	2	8	10	0.5
X	1796873	1	8	9	0.5
X	1796902	1	8	9	0.5
X	1797037	1	9	10	0.5
X	1797722	1	8	9	0.5
X	1797728	1	6	7	0.5
X	1798303	1	6	7	0.5
X	1799300	1	7	8	0.5
X	1801098	3	9	12	0.5
X	1801384	6	14	20	0.5
X	1801428	5	14	19	0.5
X	1801471	3	16	19	0.5
X	1801556	2	17	19	0.5
X	1801694	5	6	11	0.5
X	1801701	6	6	12	0.5
X	1802003	4	7	11	0.5
X	1802118	5	9	14	0.5
X	1802776	1	7	8	0.5
X	1803299	1	7	8	0.5
X	1803415	1	8	9	0.5
X	1803663	1	6	7	0.5
X	1803883	3	6	9	0.5
X	1804382	1	6	7	0.5
X	1804569	1	6	7	0.5
X	1805011	1	7	8	0.5
X	1805025	2	8	10	0.5
X	1807155	1	9	10	0.5
X	1807453	1	6	7	0.5
X	1807479	1	6	7	0.5
X	1807723	1	8	9	0.5
X	1808542	2	12	14	0.5
X	1808810	1	6	7	0.5
X	1808812	1	6	7	0.5
X	1809555	5	7	12	0.5
X	1810025	2	6	8	0.5
X	1810048	1	7	8	0.5
X	1810069	1	8	9	0.5
X	1810096	1	6	7	0.5
X	1813618	1	6	7	0.5
X	1814312	1	8	9	0.5
X	1815733	1	7	8	0.5
X	1815873	2	7	9	0.5
X	1817720	2	7	9	0.5
X	1820042	1	7	8	0.5
X	1822623	1	7	8	0.5
X	1823150	1	7	8	0.5
X	1824861	1	6	7	0.5
X	1825183	2	13	15	0.5
X	1825512	2	9	11	0.5
X	1825874	1	7	8	0.5
X	1825944	1	7	8	0.5
X	1826788	1	8	9	0.5
X	1826946	1	6	7	0.5
X	1826970	1	7	8	0.5
X	1828019	1	6	7	0.5
X	1828189	1	6	7	0.5
X	1828481	1	6	7	0.5
X	1828987	1	6	7	0.5
X	1829409	1	8	9	0.5
X	1829418	2	8	10	0.5
X	1829470	4	5	9	0.5
X	1829792	1	7	8	0.5
X	1829951	5	12	17	0.5
X	1830653	1	8	9	0.5
X	1833451	1	6	7	0.5
X	1833853	1	8	9	0.5
X	1835751	3	9	12	0.5
X	1836996	3	13	16	0.5
X	1838163	1	6	7	0.5
X	1838203	1	8	9	0.5
X	1839537	3	6	9	0.5
X	1839570	1	7	8	0.5
X	1839692	1	8	9	0.5
X	1839851	2	9	11	0.5
X	1839883	2	11	13	0.5
X	1840159	4	4	8	0.5
